adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/leIYurW4uSSf6hFhQzTjSHrUd8B.jpg,[28],436002,ja,Bros.マックスマン,"Several years later after movie “Mr. Max Man”. Hideo is the younger brother of Masayoshi and he works at the same broadcasting station as a rookie AD. Hideo likes Rina who works as a announcer there. Meanwhile, Hideo becomes a righteous hero and fights for justice.",6.6766,,2017-01-07,Bros. Maxman,False,0.0,0
False,/crcxzaXl8tpo1OeTC0ocT1Zvequ.jpg,"[12, 10751]",206365,en,Danny Boy,"A U. S. Marines dog is returned to his young owner in the small town of Monrovia at the end of WWII, but a grouchy neighbor believes the animal's military training makes him a threat to the community and files charges to have the dog destroyed.",6.6764,/6LTaV9I9BhIvUAtwkDapRqU6RDG.jpg,1945-12-05,Danny Boy,False,0.0,0
False,,[],1147982,pl,Słoń,"A short film based on a story by Sławomir Mrożek of the same title. The need to have an elephant in a fictional zoo gives rise to the idea of making one. A giant inflatable animal is created, but instead of becoming the main attraction, it flies away in front of a school trip.",6.6761,,1959-01-01,Słoń,False,0.0,0
False,,"[878, 18, 27]",386585,en,The iMom,When technology exceeds humanity...,6.6757,/uCOffGoPjWKcQPUqqdMxgf2w5T2.jpg,2014-06-14,The iMom,False,6.1,14
False,/bH3vJsIAjFAqce45ASdu8zh2co1.jpg,"[9648, 53, 18]",4462,en,Diplomatic Courier,"During the Cold War, diplomatic courier Mike Kells must retrieve a dispatch containing top-secret intelligence. But when he arrives at the meeting point, a train station in Salzburg, his contact turns up dead, and the message is nowhere to be found. With no clear suspect in sight, Kells must sort through his uncertain relationships with two women, while sidestepping the pitfalls of subterfuge, sabotage and spies in his search for the documents.",6.6756,/fF3q6LXQFfCD09QlJwXog2wQfNd.jpg,1952-06-13,Diplomatic Courier,False,6.091,22
False,/gRyEQPBRrIO0SmuxGNV8KExhJ2G.jpg,[35],465078,en,God: Serengeti,God presides over a prehistoric tribe.,6.6754,/sMdqT1GZTKHGBQWvqbZvabOdu8Z.jpg,2017-07-06,God: Serengeti,False,6.688,96
False,/wuk9kzYlmlDKZsrZ4uYrkoLPmzr.jpg,"[28, 18, 27]",203116,en,Shadowhunter,An L.A. cop tracks down a seemingly mystic murderer on an Indian reservation.,6.6751,/rRA47Q4R5t7j8RvOP8mpE0Ux19v.jpg,1993-02-10,Shadowhunter,False,4.0,13
False,/rpOqHZMNIaI4qP4r7nw1B7oA0mx.jpg,"[28, 878, 12]",415,en,Batman & Robin,"Batman and his sidekick Robin attempt to the foil the sinister schemes of a deranged set of new villains, most notably the melancholy Mr. Freeze, who wants to make Gotham City into an arctic region, and the sultry Poison Ivy, a botanical femme fatale. As the Dynamic Duo contend with these bad guys, a third hero, Batgirl, joins the ranks of the city's crime-fighters.",6.6751,/i7hEUpDuMN2LOrCEifFyGSHZQSY.jpg,1997-06-20,Batman & Robin,False,4.386,5304
False,/qmvy55wIuAHvPU9LKbJkKaS9otq.jpg,[10751],1066154,de,Die Gänsemagd,"Princess Elisabeth, the beautiful only child of a widowed queen is sent off to marry the prince Leopold to whom she is betrothed. Before she leaves, her mother presents her with a small token. This token provides her with magical protection.  However, the maidservant Magdalena, who accompanies the princess treats her very brutishly, and when circumstances cause the princess to lose her token, the maid seizes the opportunity to force the princess into trading places. She makes the princess switch clothes with her.",6.675,/fKnvyjHJ6tjJ9aXU0T9w1Ai4zxr.jpg,2009-12-26,Die Gänsemagd,False,4.8,5
False,/nIWZnxLdeli68t2PhdHuXB7mTqW.jpg,[18],471454,bn,Dhananjay,"A security guard Dhananjoy stands accused of the gruesome murder of Hema Parekh, which took place in the year 1990.",6.675,/z92uvJTyAMW0prOvW5M8LxadjEa.jpg,2017-08-11,Dhananjoy,False,7.1,5
False,/HGmX2QmO1a67a1awAfHFEnDCiF.jpg,"[28, 35]",1255788,fr,Le Jardinier,"Every year the Prime Minister has a list of all kinds of troublemakers eliminated in the name of the famous Reason of State. Serge Shuster, Special Adviser to the President of the Republic, finds himself on this list, better known as the Matignon List.  Condemned to certain death and at the heart of an implacable plot and a state secret that also put his family in danger, Serge, his wife and children have only one hope left - their gardener, Léo, who hates it when « slugs » invade his garden... Especially those that want to kill innocent families.",6.6749,/5T9WR7vIOnHm6xhVt5zBuPbBgt1.jpg,2025-01-30,The Gardener,False,6.119,176
False,/rcfNM62zCY2ggsIeSp8H85wjeMx.jpg,"[53, 18]",1046183,ml,I Am കാതലൻ,"How many servers would you hack for love? What started as a silly attempt to win back his girlfriend turns into a dangerous game of revenge for Vishnu, risking everything he cherishes.",6.6739,/9BmQI8BstBeTXAs09uldXiuRZQw.jpg,2024-11-07,I Am Kathalan,False,6.179,14
False,/pIu3BNfdXbVIXkCAg8xJqEqsiw7.jpg,[35],286506,da,I den grønne skov,"""Modern vaudeville,"" where the entire story takes place at Dyrehavsbakken. In an impressionistic style, it tells the story of the waiter Mowitz, who ponders whether he loves the singer Myrna and what true love really is. He ponders too long; Myrna instead becomes engaged to the pianist Bertram, who can get her into the Circus Revue. Mowitz also takes too long to discover the singer Lillian's interest, so his friend Max snatches her up instead, while Mowitz can continue his search for the one and only.",6.6739,/nGtEljt7tAbw9QWOge5OAAzZ9tr.jpg,1968-03-29,I den grønne skov,False,10.0,1
False,/vKgfx1uglYlSACBnKBhO9P478OO.jpg,"[27, 53]",842169,en,Girl Next,"A young woman is abducted by a strange group of human traffickers who use drug and trauma based mind control to turn women into ""Sofia"" dolls. Trapped in a waking nightmare she fights for a way to escape, to avoid becoming Girl Next.",6.6735,/zx8bTpZRVPzjicmzwgWhRAEjD5I.jpg,2021-06-18,Girl Next,False,4.8,30
False,/t3u8eTyUBFC9jOmacGVwEVK4G62.jpg,"[27, 14]",53567,no,Thale,"Norwegian folklore turns out to be real when Leo and Elvis encounter a girl called Thale in a basement. A regular cleaning job turns into a struggle for survival, while they're trying to figure out what or who Thale is.  Could Thale be a huldra?  A seductive forest spirit who appears from the front to be a beautiful young woman, but who also has a cow's tale and whose back appears to be like a hollowed out tree. The huldra has been known to offer rewards to those who satisfy them sexually, while death to those who fail to do so and are also prone to stealing human babies.",6.6734,/wzHeVg5U0G83Lkq5o86c2KiWgGZ.jpg,2012-02-16,Thale,False,5.373,161
False,,"[99, 28]",857750,en,Darrell Waltrip,"The ultimate portrait of the 3-time NASCAR Cup Series champion and father of the legendary phrase, ""Boogity, Boogity, Boogity!""",6.6733,,2004-01-01,Darrell Waltrip,False,7.0,1
False,/4jjisaXPMBs4Lcmjr0r3S8biGjj.jpg,"[35, 28, 10749]",15931,da,Inkasso,"A romantic comedy set in the world of gambling, debt collecting and professional boxing. Laura is an unlucky gambler with a huge debt, she crosses paths with Claus, a former boxer who now makes a living as a debt collector. Laura is cheating, scamming, and lying and eventually life catches up with her. Claus is trying to regain his self respect and start anew. Together, they make an awkward but very charming couple on the verge of love. It is a story about trust, friendship, new beginnings, getting a second chance and doing the right thing.",6.6733,/BIE2Ky10POWt3lZCHmInrclpDe.jpg,2004-10-22,The Collector,False,5.1,16
False,/qaU5OctowDEcHDIeX4eFBMP4jFH.jpg,"[35, 10749, 18]",397451,af,Vir Altyd,"Childhood friends, Nina and Hugo chose different paths in life. Years later, Hugo returns to his hometown unbeknownst to him, the day before Nina's wedding. Events on the wedding day throw them back together and they embark on a new adventure.",6.6732,/3Ub2dEMaSXOtJbAWrUurqqPXl05.jpg,2016-02-12,Forever,False,6.9,23
False,,[35],1327736,en,Cherry,"A convivial evening at Hoag's Tavern is interrupted by a young companion, William Fentise, declaring to the assembled company that he is very much in love with Sylvia, known as ""Cherry,"" the beautiful daughter of Mr. Gray, a wealthy resident of their town. He conspires with some of the bolder spirits of the company to hold up the stage in which Mr. Gray and his daughter are homeward bound to the King George Inn, he will then dash up, drive the ""robbers"" away single handed and claim the fair lady.",6.6731,,1914-04-05,Cherry,False,0.0,0
False,/b77hhq8VdAGzRO8OIZmhgakMX8D.jpg,"[53, 18]",309503,en,Zipper,"Sam Ellis is a man on the rise — a hot-shot federal prosecutor on the cusp of a bright political future. But what was meant to be a one-time experience with an escort turns into a growing addiction — a new demon threatening to destroy his life, family, and career.",6.6731,/qHQbXfdYhh3CRtIufoiD4AxPWi0.jpg,2015-08-28,Zipper,False,5.5,170
False,/pxZG68WgGqijh1TjxLEJqTRt5jw.jpg,"[10749, 18]",1413,en,M. Butterfly,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling – but Song is not at all who Gallimard thinks.",6.6731,/vfutnJ9sgpAtNuPemksd26gd5dC.jpg,1993-10-01,M. Butterfly,False,6.6,237
False,,[99],477443,sh,Makedonija,A documentary about the Balkan country.,6.6726,/1mHs12umuqYUcsORy3Y3bo9RhYG.jpg,1948-01-01,Macedonia,False,0.0,0
False,,[35],1387379,sh,Šala,"Short fiction film about a practical joke played on an unsuspecting victim, on a summer day in Split.",6.6723,/maLbpo3Px7auVVhI6muJu4NfnAz.jpg,1973-01-15,Very Funny,False,0.0,0
False,,[14],353765,ko,춘몽,"While under the effects of anasthesia in a dentist's office, a young man and woman fantasize a romantic triangle between themselves and the dentist.",6.672,/ePZ7FtMKMfnpzvSXXzp2gvVj0hX.jpg,1965-07-03,An Empty Dream,False,9.0,1
False,,[878],118836,en,The Omegans,"When an artist discovers his wife is having an affair with their jungle guide, he lures them into posing for him in a radioactive jungle river.",6.672,,1968-02-18,The Omegans,False,1.75,4
False,/cdgRgfed3CYr7Q1JR8r32A0RXgS.jpg,"[10752, 10749, 18]",85559,en,Archangel,"At the height of the October Revolution during the 1919 allied intervention in Arkhangelsk, the exploits of one-legged Canadian soldier Lt. John Boles are told, after he is taken in from the cold by a dysfunctional Russian family and mistakes a local woman for his presumed dead lover.",6.672,/tX3GTzYnKbvyjoEdycRfOpUf3n3.jpg,1990-09-01,Archangel,False,5.4,52
False,/cGFW5jCCWn6woSQKEko9dxhqm8.jpg,"[35, 18]",95967,en,Mob Town,Wayward youths get out of trouble thanks to a policeman.,6.6718,/aBn1nezYzJiJEDM5MTH9jh8uTGe.jpg,1941-10-03,Mob Town,False,0.0,0
False,,[18],808392,tr,Ah... Gardaşım,Two desperate brothers go illegally to cut down trees in a difficult area.,6.6716,/cku1GTEMT09uXvmEtZphu3ZY02R.jpg,1991-03-15,Ah... Gardaşım,False,9.5,1
False,,"[80, 18, 9648]",671741,es,Vagabunda,"Vagabunda is the story of young girl (Flor), well aware about her seductive skills, who arrives from an unknown place into a small town in Verazcruz where she is protected by the widowed father of a family who has two sons; one married and the other one lame. After weighting possibilities she ends up dividing the family to get the benefits of the family patrimony causing the married man to killed his pregnant wife, fact that is covered up by his father. At his sister in law's funeral, the head of the family announced his wedding with Flor which takes place before the burial. But since the now widowed son was cheating with Flor, he ends up being killed by his father as he did when killing his pregnant wife, Perla, giving this initial sensual movie a tragic end.",6.6714,/lUxmsd1udMCvVyn3wQ5zUes1bTm.jpg,1994-01-01,Vagabunda,False,5.0,6
False,/mQub2CIl7PcJVexwhM3jt3PWiCA.jpg,"[16, 35]",266526,en,Urbanissimo,"A comic allegory in which a runaway ""city"" on legs matches wits with a wily farmer. A farmer has an encounter with a runaway ""city"" (which devours its environs). He deserts his rural home for the imagined joys of urban life.",6.6714,/qA4OARC5BHXtzZkDgfRI9zik1S1.jpg,1967-06-01,Urbanissimo,False,6.0,1
False,/4frzUhAWQzbL4kixdHFfTBX5Xnq.jpg,"[28, 35, 18]",231785,hi,Himmatwala,"A poor and wronged woman's son returns from the big city to avenge his father, a honest school teacher.",6.6714,/9TXrTPi2SQR4rjUOG4UdECtW61s.jpg,1983-01-15,Himmatwala,False,4.2,4
False,,"[10770, 80, 18]",438613,en,Consent,"Work colleagues Becky and Steve get drunk at a work party at an up-market hotel and end up having sex. She claims it was rape; he claims it was consensual. A mock trial follows in which a jury of ordinary people, real barristers, solicitors, and a judge hear the resulting case.",6.6712,/2eyFhOmstkbsvwzvuZrtKI57cmC.jpg,2007-01-21,Consent,False,7.0,1
False,,"[12, 80, 36]",1173479,lt,Atpildo diena,Lithuania in the 19th century: While the first railway-road is built from Warsaw to Moscow throughout the country people are still facing slavery and oppression from the elite. A fight between the Robin-Hood-like gang leader Laurynas and the greedy landowner Laurnyas emerges.,6.6711,/qPyKtIdtV1H1pRnTm09tS9YgyvM.jpg,1977-05-02,The Day of Retribution,False,0.0,0
False,/2gXT7Z0pRXEGUuLtXNiEARe2ocK.jpg,"[18, 35]",524779,fi,Mestari Cheng,"Cheng, 45, a restaurant owner from China, has travelled with his young son halfway around the world to a remote village in Finland. His wife died recently in an accident, and Cheng wanted to have a break from everything by traveling with his son to see an old Finnish friend who lives on a farm in the countryside of Finland. It’s the most remote place Cheng can imagine with endless forests, thousands of lakes, a country with entire population of one-fifth of Cheng’s home town, Shanghai.",6.6711,/pXXvSPZ3noWh4M1vw9MbLk9VSCk.jpg,2019-09-27,Master Cheng,False,7.0,68
False,/rv58v3jxpToa7jumKFs46WjpVjF.jpg,[27],1134866,en,The Gates,"A serial killer has been sentenced to death by electric chair in London in the 1890s, but in his final hours, he puts a curse on the prison he is in, and all of those in it.",6.6709,/zGrVrokVCP6nvSnJeI905aw1nWz.jpg,2024-03-18,The Gates,False,5.0,7
False,,[27],1223545,en,Sleepyman,"The 1890's. Jeremy, an academic, is plagued by glimpses of a ghostly figure. He confides in his condition to his closest friend Alfred. Is Jeremy's affliction in his mind, or is there more to the tale of Sleepyman than meets the eye..",6.6708,/ocRejizlslAjZKr941BOEnwn8tj.jpg,2023-12-24,Sleepyman,False,0.0,0
False,/2QaPHqk1amA5IieBYIShONvLskR.jpg,[35],70525,sl,Vesna,"Samo, Sandi, and Krištof are preparing for their final exams. They come up with a plan to get hold of the math exam questions with the help of the professor's daughter, nicknamed Hyperbola. Since they don't know her real name, they call her Vesna (Spring). Unexpectedly, the professor's real daughter, the attractive Janja, shows up on a date. Samo and Vesna fall in love and the story begins to unfold rapidly. Samo invites Vesna (Janja) for a ride in a glider. They have to make an emergency landing. Sandi, happy that they finally got their assignments, fights with Samo over them. Samo gets injured and can't go on a date with Vesna. Sandi goes on the date instead, trying to win Vesna over. She scolds him and he reveals the truth that they drew lots for Vesna. Because of this, Vesna wants to kill herself. She jumps with a parachute, hoping it won't open. Everything turns out fine, and the parachute opens.",6.6707,/ri9x3GoDLoJtq7lh26WStRyvINm.jpg,1953-12-16,Vesna,False,6.8,11
False,/6UxkVxZSRVzrM36YPUifOvFuJ70.jpg,"[12, 10749]",210944,en,Omar Khayyam,"Omar Khayyam was one of the greatest Persian poets. He was also a brilliant mathematician. Though his quatrains were written in the 11th century, they are still popular the world over. The details of his life are unknown, so this movie invents a biography for him and includes in it his real achievements - the invention of a new calendar and the penning of those epigrammatic poems. This film has him romancing a sultan's bride and foiling the assassin sect's plot to kill the sultan's son.",6.6705,/hwaBykL7rdT0dkhP4A0LmpJH8QS.jpg,1957-08-23,Omar Khayyam,False,5.0,4
False,,[18],963825,fr,Black,The hopes and woes of a theater company in Africa.,6.6704,/xixP7eiqaJDDQ9Mephwb709lKYw.jpg,1987-03-30,Black,False,7.2,2
False,/mnBmVqEnXhOBqE4Go8jLvuMx7YK.jpg,[27],1049607,en,Pigman,A group of ambitious YouTubers arrive at an isolated English farm to uncover the story of the infamous Legend of the Pigman. Can they debunk the myth - or will they unleash the beast once more?,6.6698,/A6WMAXKKenzrXQUhW57A55jNDQp.jpg,2024-01-20,Pigman,False,4.0,2
False,/ogaulvh5g9Z7PxLBybF7qOxuHs9.jpg,[10749],911835,ko,숙모,,6.6698,/zTZqwdxVPs0Qmx4gVejnWWdmudD.jpg,2021-07-28,Aunt,False,7.5,2
False,/kbBaVVqmV8dP56o18E0sV88Nz5G.jpg,[18],846996,hu,Eltörölni Frankot,"Set in 1983, behind the Iron Curtain of Eastern Europe in Budapest, the film follows Frank, the charismatic singer of a banned punk band that carries the voice of their generation against a totalitarian regime. Taken to the police psychiatric hospital in an attempt to silence him, Frank will sacrifice everything to resist.",6.6696,/oYEIZbqHO3aLaqf0GhLXmVTF5ck.jpg,2021-10-07,Erasing Frank,False,7.0,1
False,/qWLFO9WOWkfFf5yyACSGHB4qKsk.jpg,"[16, 35]",106928,en,Beanstalk Bunny,Bugs Bunny and Daffy Duck (as Jack) find themselves at the top of a beanstalk where they get chased around by a giant Elmer Fudd.,6.6693,/1QSeGZCe3RveftLoRBE1zMoSnq6.jpg,1955-02-12,Beanstalk Bunny,False,6.9,25
False,/2ha0wAOqrUcLScStWQcgeOOXapQ.jpg,"[10749, 14, 18]",1241921,en,A Big Bold Beautiful Journey,"Sarah and David are single strangers who meet at a mutual friend’s wedding and soon, through a surprising twist of fate, find themselves on a funny, fantastical, sweeping adventure together where they get to re-live important moments from their respective pasts, illuminating how they got to where they are in the present... and possibly getting a chance to alter their futures.",6.6691,/uMAkmQlKthQpTMiyPAKOYK3JnMs.jpg,2025-09-17,A Big Bold Beautiful Journey,False,6.269,296
False,/54wHooQVIvCtBNrNTBRKedxxNlE.jpg,"[18, 10749]",171172,fr,Les Passagers,"The new Saint Denis-Bobigny streetcar picks up and drops off commuters in an all-too-brief transit of their lives. Among the regular riders is a woman who is both spectator and guide – she introduces, comments on, ponders and catalyzes the sometimes vain, sometimes serious preoccupations of her fellow travelers, who, for the moment, are rushing headlong toward their destiny. The commuters and their observer have double lives. Once they step off this streetcar, the real-life dramas begin. Each has his or her style of living or dying…",6.6688,/r1RW81EAjQ5PdqD0oPoVeaqIbs6.jpg,1999-06-02,The Passengers,False,5.2,10
False,/jWAK7ONCE1Kski7SsAJvcNBQMyv.jpg,"[18, 53, 9648, 10749]",1049,en,Sommersby,"Set in the South just after the US Civil War, Laurel Sommersby is just managing to work the farm without her husband, believed killed in battle. By all accounts, Jack Sommersby was not a pleasant man, thus when he suddenly returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart.",6.6686,/tAgQKLv0GK97Tr0bvdI66oXlEVb.jpg,1993-02-05,Sommersby,False,6.343,415
False,,"[27, 16]",289034,da,Vokseværk,"Fabian is a shy, introverted teenager who lives with his bossy and prudish mother. Fabians world gets turned upside down when he meets the fun and cool Felicia and they fall in love. But there is one small problem. Whenever Fabian gets horny, he turns into a werewolf. A twisted coming of age short film about a young man who has to discover and accept who he really is.",6.6685,/5l4qeg2CLCfL2eFmkNgiSbpuroN.jpg,2014-09-06,Growing Pains,False,2.667,3
False,/xQSjwKKkRv1Th113qCAJRTIf6Xy.jpg,"[18, 10770, 53]",1239306,en,Mommy Meanest,"A concerned mother tries to protect her teenage daughter when she starts to receive a barrage of degrading texts. When the messages become more threatening, she starts to wonder if the tormentor is someone closer than she ever could have imagined.",6.6683,/zEsMoyfx8LJLCniLpTm99tiKGUt.jpg,2024-05-11,Mommy Meanest,False,6.4,4
False,,[35],625458,en,Suffering Bastards,Two brothers try to get back the nightclub that was swindled from their mother.,6.6683,/w4ndD2TFh63JqggBE3nrwGVUubf.jpg,1989-12-09,Suffering Bastards,False,1.0,1
False,/5777LB0lLv7GebJY7kpEaor1G29.jpg,"[878, 28, 12, 27]",1477953,en,Jurassic Reborn,"When cutting-edge research leads to the creation of living dinosaurs, a team of scientists on a secluded island must risk their lives and confront the now-growing creatures to prevent the animals from escaping and attacking the mainland.",6.668,/gK0cW0WvdSFRA1ukdIf869uH4Rw.jpg,2025-06-24,Jurassic Reborn,False,4.281,16
False,/piyiOUrhbZL4zAEau9oZWedav1D.jpg,[10402],920973,es,Revés,"The portrait of a world in reverse, a society of different tonalities and shades. Aspiration as a refuge from systematization.",6.668,/csaCW9XvfptRMx36upzghpxVVWB.jpg,1999-07-20,Revés,False,10.0,1
False,/5QSQKR2cuPaQDfG5dWOXKnLmX2Y.jpg,"[16, 35, 10751, 14, 12]",1275261,en,Rebellious,"In this modern twist on a classic fairy tale, a headstrong princess is stolen by an evil sorcerer, and her scholarly fiancé must use his wits in an epic quest to find her while she boldly challenges her captors and plots a daring escape.",6.6677,/kUAP8vw4Bklp9Z01H9K0k6iRihk.jpg,2024-10-25,Rebellious,False,6.1,7
False,,[],539218,fr,Stradivarius,A French-language version of Stradivari (1935).,6.6677,/75QW6dTNdwITxR7DdEPnSG1cPPR.jpg,1935-10-18,Stradivarius,False,0.0,0
False,,[],143169,en,Envelope,"Evgeniy's hobby is to send fake letters to real countries. He has collected a letter from every country except New Zealand, and he sends a letter there. Things turn worst when he actually receives a letter from someone there.",6.6676,/3r9eF3wmqXLqMChPNi0wZwCRJSV.jpg,2012-05-28,Envelope,False,7.31,29
False,,[18],1430185,en,Mermaid,A 10-year-old boy yearning to become a mermaid meets a struggling drag queen consumed by grief. Their unexpected bond grows so strong they'll put everything on the line to preserve it.,6.6675,,,Mermaid,False,0.0,0
False,/wDPXSCcG9EQ8oNKHPmhJce5YAj0.jpg,[18],299127,de,Bobby,"Bobby Kustermann is  a young man with Down syndrome who lives in a loving family  until his mother dies unexpectedly, leaving a hefty heritage.  There is a dispute between Bobby's two siblings, Nanni and Johannes, as to whom could give Bobby a better home. Nanni and her husband Klaus would offer a “normal” family environment, but Klaus is only after the money. Johannes really wants to take care of Bobby and give him a home for the future. The problem is  he is gay and lives with his partner Marc. The responsible offices don't like that at all. Only when the matter goes to court, do the parties to the dispute realize that this is mainly about Bobby's will and that he can actually best decide who he would like to live with in the future.",6.6674,/q84EroTDxBVEOrT0vk8jWz7pFn.jpg,2002-01-30,Bobby,False,2.0,2
False,/mvVzgRPSvA6QuncRSmPk3Fnm2lI.jpg,[35],54583,en,Hollywood North,"The making of a serious, Canadian arthouse film descends into Hollywood farce when its producer is forced to compromise his vision to accommodate his drug-addled star, his leading lady and his venal backers.",6.6674,/qFreUbQn823R2KHZhVJituFcP7c.jpg,2004-01-12,Hollywood North,False,4.938,16
False,/p14FcSIltuK4JavRFU6aeZXrGm1.jpg,"[18, 10770]",484593,sv,Reservatet,A Swedish couple are trapped in their marriage and way of life. Locked up in their bourgeois inferno.,6.6673,/jjZ2fWAeoFdkIQF3VNrTrgctWAk.jpg,1970-10-28,The Lie,False,0.0,0
False,,"[878, 27]",1080959,en,Alien Storm,"A father, businessman and secret doomsday prepper escorts people to the safety of his bunker – actually an underground house – when a massive and potentially deadly fog descends and cuts the power at his home.",6.6671,/qXHqQm3K4XspsgqGUbsk0dUcZwo.jpg,,Alien Storm,False,0.0,0
False,/eSI34pJt44UmfMjk79NxARh0q9W.jpg,"[35, 10402, 10749]",18690,en,Spinout,Band singer/race driver Mike McCoy must choose between marrying a beautiful rich girl and driving her father's car in a prestigious race.,6.667,/pgqKE56C74L0RdKcb0aq3EEGkpw.jpg,1966-10-06,Spinout,False,5.5,39
False,/etsbDTfHkickTThoKE4o3VUOqIC.jpg,"[14, 18, 10751]",284255,ja,The Moon,"""A long time ago, I would often dream of the uncanny and mystical landscape that appears in moonlight. Irrational landscapes and spaces filled with unspeakable pleasures like a black object that revolves slowly while flying over the scattered clouds that float in the night sky, their lumps illuminated by the light of the moon."" - Takashi Ito",6.6669,/zw7cX8KLt3PR4nEPW936QFKZuZC.jpg,1994-04-28,The Moon,False,6.2,10
False,/AcLIOBgNwZziegEEuAjpfoWsbKC.jpg,"[27, 28]",11494,en,Wilderness,"Juvenile delinquents are sent to a small British island after a fellow prisoner's death, where they must fight for survival.",6.6669,/sLtUVG7ORbTJueTmIWpO4YeHayS.jpg,2006-08-11,Wilderness,False,6.073,226
False,/ApZuse6Dv7SlicND97MBIdjDXhz.jpg,"[10751, 18, 35]",54607,da,Frk. Kirkemus,"The young Ms. Holm gets the job as private secretary to Director Berg and it quickly becomes clear that she is unusually active and enterprising. Ms. Kirkemus, as Berg has named her, brings life to the entire office and a business trip to Stockholm, where half the staff participates, becomes no less festive thanks to her. But Ms. Kirkemus has fallen in love with her director and it doesn't really suit her that Berg is meeting another girl in Stockholm and then the antics get even more intense...",6.6668,/wGnTJ6S6pca0vhEMmQI0iep1slu.jpg,1941-12-26,Frk. Kirkemus,False,6.3,3
False,,"[53, 14, 27, 878, 35]",232319,en,Coyote,An insomniac writer's sleep-deprived hallucinations distort reality as paranoia drives him to extreme violence.,6.6667,/pQaKIyIQ3UGYt958C30VMl9gk33.jpg,2014-12-16,Coyote,False,4.429,7
False,/z9rrxYcoqwb1i9uOtv6xedJ1OoK.jpg,"[18, 35]",287975,en,Scumrock,A pretentious underground filmmaker struggles with his masterpiece while a scuzzy punkoid chick tries to keep her band from fading into obscurity.,6.6666,/r0SYdJ94Fd2aGUHkd3ffAgfQEDk.jpg,2002-08-28,Scumrock,False,6.2,4
False,/ecn4qv1SzQaZ8jMyPPs307UqKxa.jpg,"[27, 53, 9648]",10226,fr,Haute tension,"Best friends Marie and Alexia decide to spend a quiet weekend at Alexia's parents' secluded farmhouse. But on the night of their arrival, the girls' idyllic getaway turns into an endless night of horror.",6.6665,/vKeFa7CqSxmWsQDjHP6SJXKoDbj.jpg,2003-06-18,High Tension,False,6.8,1424
False,/n68YO26spRgXJW0iVaRDzV7xzB6.jpg,"[18, 36, 10749]",254452,en,This England,"Set in Claverly Village, it follows the fortunes of the Rookebys (Clements) and the ne'r-do-well Appleyards (Williams) from the time of the Normans, 1588, 1804, 1914, and 1940. Made to support morale during the war, its message is basically that you can't suppress the British; they've been there since the beginning; they'll be there to the end.",6.6656,/8tjQKd2WYNFTDkerrudxSXmdwYa.jpg,1941-07-22,This England,False,6.2,3
False,/zvTKY6HkIfKYY719ky3W9fsOqdR.jpg,[18],96342,en,Wild Weed,A chorus girl's career is ruined and her brother is driven to suicide when she starts smoking marijuana.,6.6655,/yAvwIj5espjq5XpR36Y28yxQtbV.jpg,1949-07-20,Wild Weed,False,4.5,16
False,/eULuK7Cmovn0j1OHekkfvSFvAvM.jpg,"[35, 12, 28]",20125,en,Gladiatress,Three unlikely heroines set out to thwart a Roman invasion and save Celtic Britain in their own unique and outrageous style.,6.6655,/mbiaH8jDBaHJrpkTiKOd9GGmqoD.jpg,2004-08-19,Gladiatress,False,3.7,25
False,/giHhofSjC0aBZDh0w9sex0rbk7E.jpg,"[9648, 53, 80, 27]",167119,en,Nightkill,"The wife of a wealthy industrialist finds herself caught-up in a web of intrigue &amp; murder which was created by her own deceit. When she tries to escape the results of her actions, she too falls victim to deception.",6.665,/dW0wUaDONvRMKUQbDhdAFTyalEr.jpg,1980-12-18,Nightkill,False,4.8,15
False,,"[10749, 18, 53]",1440101,es,Ébano,"Marfil Cortés, kidnapped and released, is forced to work as a bodyguard by her father. Despite initial clashes, they develop an irremediable attraction. Returning to Spain, they face increasing threats and must navigate a world where no one is who they say they are.",6.6649,,,Ébano,False,0.0,0
False,/gvc39zvEzktnQ9mF2yT5nyf4rYh.jpg,[28],779559,en,Man Eaters,"When it comes to the Man Eaters Bar, looks can kill. And Frank is about to find that out for himself.",6.6647,/5AxUPR7VQ5mCcGA8yfocEEtEJk4.jpg,2018-07-24,Man Eaters,False,6.0,1
False,,[18],289697,tr,Faize Hücum,Directed by Zeki Ökten.,6.6646,/pqLtlIBboPVIZVOrrPTmNokvNkG.jpg,1982-01-02,Strike the Interests,False,5.5,2
False,/hTrYzNO5RrSfo2e2HtKdUuGBSsI.jpg,[18],455959,en,Carmen,A Spanish soldier falls under the spell of a fiery gypsy girl named Carmen. His obsession with her leads to his ruin.,6.6645,/qdySshER4tJFeEETe0VjkBxZj7H.jpg,1915-11-01,Carmen,False,6.0,1
